날짜,시가,고가,저가,종가,거래량,거래대금
2015-01-02,243.96,245.32,243.25,244.79,54153879,2146860296567
2015-01-05,243.83,244.56,241.76,244.26,62845108,2622821317695
2015-01-06,241.36,242.06,239.32,239.93,66249937,2992594273218
2015-01-07,239.41,240.91,239.09,240.53,54599968,2610334705312
2015-01-08,242.28,244.13,241.68,243.94,64021136,3155894203006
2015-01-09,245.97,247.11,245.4,246.05,65125468,2936280975193
2015-01-12,245.16,246.27,245.05,245.7,64517194,2335661828492
2015-01-13,244.98,246.64,244.47,246.29,59912830,3273254269891
2015-01-14,246.48,247.46,245.78,245.99,70777826,3370237565166
2015-01-15,245.96,246.63,244.9,245.76,59449702,2821400282219
2015-01-16,244.7,244.7,241.77,242.22,73306353,2976312996030
2015-01-19,244.06,245.82,243.69,244.78,63223607,2502405834400
2015-01-20,245.52,247.39,245.5,247.24,55117429,2500367006282
2015-01-21,247.01,248.59,246.63,248.59,64991528,2993529121729
2015-01-22,249.22,249.98,248.01,248.47,76606527,3351549912661
2015-01-23,251.76,251.8,249.55,250.32,78373654,3484372408133
2015-01-26,248.92,250.21,248.42,250.14,62741687,2850568675437
2015-01-27,250.76,252.2,250.56,252.2,85047883,3436705005231
2015-01-28,250.82,252.5,250.12,252.21,85186518,3796038805041
2015-01-29,250.45,251.84,249.78,250.46,83370835,3959044980249
2015-01-30,251.82,251.84,249.88,249.88,93066184,4409458773272
2015-02-02,249.83,251.2,249.49,250.61,76488024,3157527300937
2015-02-03,251.63,251.66,249.22,250.38,79093848,3360480447233
2015-02-04,251.98,253.07,251.6,251.6,78229154,3737134751982
2015-02-05,251.33,251.42,248.9,249.78,69969310,2900430013397
2015-02-06,249.89,250.16,248.68,250.16,76076254,4765844932235
2015-02-09,249.05,249.94,248.58,249.26,64832394,3097916237955
2015-02-10,249.62,250.42,247.66,247.66,62808141,2959997343700
2015-02-11,248.49,249.01,247.77,248.4,64784736,2995794081765
2015-02-12,248.48,248.5,246.32,247.71,66380496,3004184281552
2015-02-13,248.65,249.76,248.26,249.76,63130742,2611895344334
2015-02-16,250.17,250.55,249.54,249.81,52102868,2223546843472
2015-02-17,249.36,250.67,248.92,250.37,55683001,2356036658257
2015-02-23,252.13,252.51,250.56,250.8,58970802,2958136839887
2015-02-24,251.83,252.11,251.09,251.28,61664090,2852773554835
2015-02-25,252.72,253.22,252.01,252.96,79616142,3391037102918
2015-02-26,253.03,253.13,251.89,252.93,79376042,3518726297162
2015-02-27,252.73,252.83,251.2,251.46,80294087,3844901072288
2015-03-02,253.13,253.74,252.39,253.65,92832492,4204664652629
2015-03-03,254.55,254.97,253.89,254.5,87501070,3960096569533
2015-03-04,254.56,254.72,253.89,254.31,72310858,3398683315539
2015-03-05,254.02,254.86,253.64,254.16,58424708,2666420308045
2015-03-06,254.74,256.15,254.73,255.96,83128515,3492983333854
2015-03-09,254.81,254.94,252.69,252.77,65398824,2858040932870
2015-03-10,253.76,254.16,251.75,251.75,76302693,3304261079788
2015-03-11,250.09,252.66,250.09,252.16,79665718,4204233285969
2015-03-12,251.67,253.23,250.28,250.28,98652771,4686739593495
2015-03-13,252.56,253.31,251.98,252.18,66614932,3255251169759
2015-03-16,252.13,253.2,251.56,252.44,72869701,3488698975102
2015-03-17,253.77,258.19,253.7,258.18,85121839,4053505254772
2015-03-18,258.45,259.19,257.87,258.22,85366887,4154638733755
2015-03-19,260.68,260.68,258.37,258.99,120601717,4415867038200
2015-03-20,258.92,259.32,257.42,258.7,81297758,3906745907549
2015-03-23,259.48,259.88,258.16,258.95,84485852,3549302093627
2015-03-24,258.58,259.34,257.56,259.16,71439763,3353696061488
2015-03-25,259.35,259.84,258.38,258.94,84764664,3635072365127
2015-03-26,256.69,258.08,255.81,255.99,78163874,3748424562301
2015-03-27,256.41,256.73,255.1,255.54,72668968,3470210155534
2015-03-30,256.45,256.57,254.91,256.1,68984635,2916293064855
2015-03-31,257.66,258.43,256.16,257.28,83462334,3533700211685
2015-04-01,256.44,256.75,254.74,254.97,83087175,3571906611435
2015-04-02,256.07,256.37,254.7,254.99,76748078,3857806630219
2015-04-03,255.77,256.92,255.05,256.75,67526315,2672514985115
2015-04-06,257.2,258.43,256.34,256.93,79386800,3100528918616
2015-04-07,258.65,258.68,256.61,256.88,74986301,3240203758328
2015-04-08,257.09,258.81,256.83,258.51,99675787,4330009254509
2015-04-09,258.44,259.21,257.61,258.33,85942676,4071237138771
2015-04-10,259.35,262.2,259.2,261.95,104469595,4304570816039
2015-04-13,262.62,263.75,262.11,263.48,123221397,4943262701647
2015-04-14,263.81,265.6,263.2,265.57,151051155,5632644996914
2015-04-15,265.76,266.41,264.93,265.77,111941827,5312891724055
2015-04-16,267.67,268.45,266.42,268.45,113925064,5326278788516
2015-04-17,268.73,268.81,267.42,268.28,90557141,4295514110542
2015-04-20,266.14,268.59,266.14,268.55,100121531,4948478612334
2015-04-21,269.03,269.13,267.56,268.17,102396952,4901393623689
2015-04-22,268.2,270.65,267.22,268.64,136287742,5580303827572
2015-04-23,270.27,272.78,268.85,272.59,134658263,6223119629804
2015-04-24,273.81,275.11,270.33,271.05,144045532,6416263945656
2015-04-27,272.16,272.29,269.29,270.05,92875855,4566315149390
2015-04-28,270.63,270.93,268.1,268.55,100582787,4473108639358
2015-04-29,269.54,269.76,265.92,268.03,117334622,5028596547392
2015-04-30,267.04,267.57,265.85,266.42,106977761,4511481476470
2015-05-04,267.57,268.56,266.99,267.33,81081807,3368419870975
2015-05-06,265.96,266.18,263.09,264.03,103583671,4097334657515
2015-05-07,263.11,263.49,260.1,262.47,97357301,3858959965181
2015-05-08,262.11,262.72,260.81,260.81,69308472,3467357369591
2015-05-11,263.45,263.88,261.49,261.49,71248477,3453890866731
2015-05-12,262.12,262.35,260.52,261.42,78806725,3281124207407
2015-05-13,261.82,263.65,261.73,263.25,73273723,3434489471270
2015-05-14,263.18,263.88,262.63,263.69,74918229,3433552462748
2015-05-15,265.24,265.51,261.09,261.33,82257756,4253382777430
2015-05-18,261.28,261.97,260.45,261.97,81474969,3841322055176
2015-05-19,261.84,263.97,261.04,262.92,87586164,3826415213221
2015-05-20,263.79,265.54,263.43,265.36,92553867,3808827522905
2015-05-21,265.2,265.38,262.41,262.66,84424667,3714064044802
2015-05-22,263.66,266.03,263.28,266.03,99743651,4084252134757
2015-05-26,265.96,266.16,263.82,265.41,100614834,5001649866561
2015-05-27,263.9,264.22,259.72,260.16,103094585,6037398931750
2015-05-28,261.13,261.93,260.06,260.06,93498428,4931302696570
2015-05-29,259.88,261.91,259.47,260.39,106343249,5675872280472
2015-06-01,259.84,260.0,257.13,258.74,80713574,4138656355086
2015-06-02,258.8,259.49,255.91,256.29,114420592,4834843278953
2015-06-03,256.54,257.44,253.51,254.11,104074267,4477385862976
2015-06-04,255.4,257.04,254.34,255.47,101269972,5675249228744
2015-06-05,254.09,256.12,254.0,254.94,94583710,4501892723154
2015-06-08,254.87,254.87,253.34,254.21,84658216,3995890637679
2015-06-09,253.78,255.06,252.68,253.51,79051343,3922922272710
2015-06-10,255.5,255.68,251.95,252.11,85553747,4260871777754
2015-06-11,253.77,253.83,251.74,252.32,129133552,5457754935523
2015-06-12,253.94,254.77,250.84,251.66,89308353,4435951978580
2015-06-15,250.14,251.37,249.38,250.74,67758114,3564945792715
2015-06-16,250.94,251.0,246.42,248.49,93164622,4515694409110
2015-06-17,249.27,249.53,247.52,249.08,71024150,3652687161601
2015-06-18,250.42,251.26,248.92,249.67,72995691,3912136774375
2015-06-19,251.37,251.41,249.79,249.84,88051502,4018830160857
2015-06-22,251.6,252.69,250.45,250.99,64166618,3083063430245
2015-06-23,253.25,255.42,252.52,254.52,83598457,3666383655573
2015-06-24,255.01,255.24,253.79,254.94,72505623,3554205226842
2015-06-25,253.84,254.66,253.42,253.8,80939569,3910912365970
2015-06-26,253.29,255.35,252.89,254.48,83208331,4073639344861
2015-06-29,250.61,251.96,250.36,251.26,89002620,4015674372917
2015-06-30,250.52,252.39,250.2,252.27,74407057,3733537280113
2015-07-01,252.49,255.52,251.65,255.07,85790155,4112132198433
2015-07-02,255.84,256.12,254.75,255.5,90089731,4776561635069
2015-07-03,255.34,255.62,253.56,254.66,98712696,3790918101966
2015-07-06,251.25,252.54,248.03,248.3,166945414,4217849733231
2015-07-07,249.57,249.86,246.56,248.05,149355998,5443820667821
2015-07-08,248.65,248.66,244.94,244.94,118840432,4695532954272
2015-07-09,243.17,246.77,241.49,246.77,107123052,4797236334131
2015-07-10,247.8,247.8,246.08,246.83,101705134,4474921784436
2015-07-13,247.0,250.12,246.64,249.84,118985564,4348627266125
2015-07-14,250.7,250.79,247.98,248.64,107053904,4671361859400
2015-07-15,249.63,250.94,248.38,249.65,188368464,4913855778451
2015-07-16,249.51,251.59,249.3,251.47,150452766,4809873628665
2015-07-17,253.05,253.15,249.02,250.23,133782095,5896152895279
2015-07-20,250.02,250.52,248.43,248.91,95326330,3626104765188
2015-07-21,249.93,251.15,248.57,250.35,108289339,3996502847804
2015-07-22,248.69,249.42,247.04,247.88,96059690,4106646132814
2015-07-23,248.3,248.39,246.46,247.31,96301019,4080615906375
2015-07-24,246.66,246.67,244.38,244.91,95762104,3967408683441
2015-07-27,243.58,246.16,243.54,244.98,98465634,4351258890295
2015-07-28,243.82,246.1,242.86,245.21,97425491,4454488439335
2015-07-29,246.75,247.36,245.73,245.97,85212197,4497678394951
2015-07-30,246.01,246.5,243.61,243.61,106335826,5007997196167
2015-07-31,244.62,244.9,241.87,244.3,95354595,4568105041769
2015-08-03,243.71,243.71,241.06,241.48,79207892,3722243660854
2015-08-04,241.46,243.56,241.42,243.55,71970280,3462796043568
2015-08-05,243.5,244.05,242.33,243.12,75475583,3497395034226
2015-08-06,243.85,243.86,239.98,240.04,84494907,4193959033532
2015-08-07,239.71,240.15,238.66,239.79,61300292,3184965772229
2015-08-10,239.54,239.58,238.07,239.18,64388927,3020720793500
2015-08-11,241.23,241.92,237.85,237.91,96678163,3563420237806
2015-08-12,237.06,238.65,234.75,237.24,103292020,4665465255640
2015-08-13,237.02,238.38,235.79,237.32,80878100,3616450251927
2015-08-17,238.22,238.28,235.35,235.37,61976494,2877699394279
2015-08-18,236.69,236.95,234.98,235.2,78968295,3463217327125
2015-08-19,235.49,236.22,232.47,234.27,104794952,4845483720802
2015-08-20,233.28,233.55,231.16,231.59,78670261,3588914103585
2015-08-21,226.06,228.53,225.18,227.14,104152076,4641106927003
2015-08-24,225.16,226.58,217.52,221.53,116372962,4631805809910
2015-08-25,222.56,225.69,218.6,223.07,140958023,5057899293600
2015-08-26,222.49,228.14,221.3,227.71,139394577,5152267683141
2015-08-27,229.78,230.34,228.11,228.94,107374929,4781006405925
2015-08-28,231.81,232.55,231.1,232.35,101461050,4530034360397
2015-08-31,231.56,232.8,230.53,232.8,97988704,4203720194541
2015-09-01,231.86,232.5,229.51,229.55,77917832,3439525464561
2015-09-02,226.36,230.71,226.03,229.91,79282229,3626343683499
2015-09-03,231.52,231.77,229.58,230.4,73804353,3278489105861
2015-09-04,231.23,231.38,227.11,227.9,67222468,3215667439684
2015-09-07,227.53,228.71,226.13,227.31,58979662,2680418069674
2015-09-08,227.97,228.61,226.61,227.76,82248106,3324283717616
2015-09-09,230.54,234.4,230.5,234.4,82866831,3781037320470
2015-09-10,232.34,237.18,231.96,237.18,95434451,4026083887732
2015-09-11,234.52,235.54,233.61,233.74,65039813,2927711648988
2015-09-14,234.45,234.56,231.65,233.06,60761375,2728299950239
2015-09-15,232.91,233.91,232.49,233.59,55627251,2776067760941
2015-09-16,234.89,239.29,234.77,238.78,89244074,4118246164509
2015-09-17,240.35,240.35,238.51,239.29,85405732,3960649257232
2015-09-18,239.01,241.3,236.93,241.12,84509934,4335293234803
2015-09-21,238.06,239.11,236.3,236.72,52059895,2532702441246
2015-09-22,237.84,239.05,236.74,238.68,62133209,2916986608990
2015-09-23,235.85,237.02,234.25,234.26,71152793,3628031492664
2015-09-24,235.65,235.96,233.9,234.26,56936529,3105004719386
2015-09-25,234.48,234.99,232.66,233.79,53231378,2868829818049
2015-09-30,230.45,236.73,230.34,236.71,76014873,4196501628851
2015-10-01,236.6,239.61,235.83,238.62,62046934,3255573983978
2015-10-02,238.39,239.17,237.15,237.15,65101460,3101031786662
2015-10-05,238.45,240.14,237.61,237.98,63859605,3120372176405
2015-10-06,240.28,240.58,239.1,240.18,66714714,3557653947872
2015-10-07,241.14,243.6,241.13,243.52,63799686,3954521179201
2015-10-08,244.82,246.02,243.25,246.02,74520359,3983296674925
2015-10-12,246.16,247.49,245.29,246.49,104494756,4184664279846
2015-10-13,246.22,247.04,245.1,246.04,71240361,3312103194706
2015-10-14,245.43,245.74,243.91,244.94,69342277,2978475592144
2015-10-15,244.82,248.53,244.69,247.89,70561029,2959535026516
2015-10-16,248.34,248.35,246.71,247.37,66047784,3459317215965
2015-10-19,247.49,248.19,246.44,247.47,54635233,2434895237377
2015-10-20,247.57,248.72,247.07,248.53,78290367,2827606701017
2015-10-21,248.4,250.59,247.93,249.25,83571782,3643041068283
2015-10-22,249.04,249.43,246.69,247.22,89011798,4225369800123
2015-10-23,249.82,251.32,248.97,249.41,80981068,3875239746465
2015-10-26,250.58,250.63,249.38,250.36,67719247,2994325573891
2015-10-27,249.52,250.18,248.71,250.04,64323611,2871514409500
2015-10-28,250.03,250.03,248.33,249.79,87705222,3805180005609
2015-10-29,251.19,253.41,248.85,248.93,138191335,4645002960438
2015-10-30,249.2,250.87,248.83,249.41,76798487,4453453073635
2015-11-02,249.86,250.66,249.33,250.6,61867648,3419736831381
2015-11-03,251.44,252.94,251.33,252.12,92475178,4263568873241
2015-11-04,252.74,253.22,251.11,252.33,60765708,3457227920521
2015-11-05,251.77,252.13,250.58,251.79,60049790,2699787534392
2015-11-06,251.53,252.05,249.8,250.25,76265135,2799759773415
2015-11-09,249.87,250.01,248.29,249.21,75324281,4022730501211
2015-11-10,247.77,247.84,244.94,245.86,77450305,4034569900440
2015-11-11,245.47,246.65,244.13,245.86,64210429,2769952065208
2015-11-12,245.73,245.97,245.0,245.14,49479962,2286085928295
2015-11-13,243.16,243.98,242.56,242.71,59938835,2977364056529
2015-11-16,239.41,240.81,238.84,238.87,98793414,3919770304003
2015-11-17,241.99,242.93,240.93,241.26,62912745,3088162698230
2015-11-18,241.76,242.65,241.16,241.44,80099108,2920730411832
2015-11-19,243.1,244.79,242.54,244.79,73733891,3566255983864
2015-11-20,244.74,245.5,244.31,244.8,97645966,2843078788082
2015-11-23,245.48,246.86,244.94,245.92,69101132,3046652349081
2015-11-24,245.96,248.05,245.77,247.51,69430965,3089876753824
2015-11-25,247.79,247.85,246.45,246.58,70518981,3015239753695
2015-11-26,247.21,249.91,247.21,249.43,84297638,3042310777432
2015-11-27,250.46,250.6,248.93,249.07,66676192,2544394597423
2015-11-30,248.3,248.4,243.85,244.24,117528212,5004038590844
2015-12-01,245.47,249.08,245.39,248.7,61341937,3126363917511
2015-12-02,248.9,249.0,246.6,246.6,55558673,2531222950119
2015-12-03,245.46,245.49,243.12,244.68,49723906,2319389345414
2015-12-04,241.86,243.31,241.64,242.15,47979419,2186369296143
2015-12-07,243.76,243.81,240.67,240.68,48477246,2202563375795
2015-12-08,240.86,241.77,239.19,239.23,63313204,2399912388823
2015-12-09,239.59,240.3,238.67,239.4,65350852,2511247399257
2015-12-10,239.28,241.31,238.99,240.6,81176361,3539291689593
2015-12-11,240.65,241.83,239.78,240.35,61336104,2834688303628
2015-12-14,237.55,238.49,236.94,238.17,72617272,2910172639587
2015-12-15,239.13,239.54,237.98,238.8,54287605,2386657094870
2015-12-16,240.89,244.37,240.82,243.49,66772308,3024276814360
2015-12-17,245.2,245.69,242.77,244.17,63271699,2735880324128
2015-12-18,241.71,244.14,241.42,243.0,61138437,2635755645112
2015-12-21,243.01,244.69,242.01,243.76,53526616,2236257042150
2015-12-22,244.06,245.51,242.58,245.48,69969664,2636121939965
2015-12-23,245.64,247.49,244.97,246.53,68707198,2867465380880
2015-12-24,247.81,247.96,245.33,245.33,58777272,2283734891335
2015-12-28,245.38,245.51,241.79,241.79,66381094,2616934445828
2015-12-29,240.69,241.61,238.9,241.22,61632840,2497228090306
2015-12-30,242.13,242.42,240.03,240.38,67553918,2651479477910
2016-01-04,239.3,239.35,234.63,234.63,68178667,2814102225470
2016-01-05,233.96,237.25,233.96,236.13,67016942,2952300794063
2016-01-06,236.48,236.48,233.27,234.6,89014282,4174044758266
2016-01-07,233.23,234.54,231.52,231.93,88011926,3561632187892
2016-01-08,230.4,233.78,229.91,233.68,117164870,3730367181343
2016-01-11,230.77,232.27,230.34,230.83,76834602,3238551523124
2016-01-12,232.45,232.85,230.25,230.55,72236893,2804922574435
2016-01-13,232.24,234.26,231.89,233.52,71912690,2907015240475
2016-01-14,230.68,231.52,229.41,231.38,78137065,3287624480174
2016-01-15,233.38,233.76,228.01,228.78,96870678,3358110282102
2016-01-18,225.56,229.16,225.33,228.59,79302811,3110773812402
2016-01-19,228.79,230.12,227.03,230.08,80141538,3251127350040
2016-01-20,229.29,229.3,222.92,224.54,121075003,3938746723959
2016-01-21,224.83,226.61,223.81,223.81,145374520,3594071343615
2016-01-22,226.35,228.79,226.31,228.79,115528756,3242839974610
2016-01-25,229.98,231.37,228.99,230.21,75662971,2963974588283
2016-01-26,228.66,229.06,226.16,227.19,89529004,3429148508801
2016-01-27,229.19,231.13,228.83,230.96,92894217,3845170249587
2016-01-28,229.07,231.62,228.02,231.51,131304060,5202273701891
2016-01-29,230.97,232.1,228.8,232.1,107901108,5110393818787
2016-02-01,232.87,233.84,232.13,233.67,106256160,3633793699757
2016-02-02,232.27,232.95,231.05,231.1,87256794,3048830991052
2016-02-03,229.29,229.36,227.77,228.97,77801102,3241494832088
2016-02-04,230.3,232.94,230.12,232.91,84733845,3738301797618
2016-02-05,232.73,233.93,232.27,233.3,90041544,3575333411508
2016-02-11,227.77,228.35,226.26,226.7,83572332,3442366686249
2016-02-12,225.5,226.63,223.37,224.98,122056223,4590265390571
2016-02-15,227.84,228.81,226.86,228.4,82004802,3436787710532
2016-02-16,229.26,232.13,228.87,231.52,76712645,3095332901886
2016-02-17,231.66,233.3,230.87,231.94,95029362,4009555135484
2016-02-18,235.08,235.11,233.52,234.74,81407731,3625753947734
2016-02-19,234.11,235.31,233.47,235.27,74342675,2825769009936
2016-02-22,234.58,235.73,233.78,234.95,59585295,2589893724445
2016-02-23,236.54,236.67,234.42,235.03,70243331,2966352082340
2016-02-24,234.3,235.58,233.96,234.91,70372634,2727163307893
2016-02-25,235.57,236.91,233.87,235.37,73319530,3185204743848
2016-02-26,236.39,236.46,234.86,235.22,77666207,3672848473372
2016-02-29,235.4,236.28,234.63,234.63,80364749,3586193760373
2016-03-02,238.45,239.08,238.08,238.63,108551572,4030858745365
2016-03-03,240.2,240.2,238.68,240.09,111240740,3913449501392
2016-03-04,239.84,240.31,238.93,239.74,116636465,3577501790363
2016-03-07,240.47,240.91,239.84,240.21,134368088,3626198957394
2016-03-08,240.27,240.27,237.32,238.44,119589301,3620322986103
2016-03-09,237.64,239.13,237.21,239.13,76741484,3051548212352
2016-03-10,239.91,242.51,239.47,241.43,84244617,3915683487084
2016-03-11,241.29,242.62,241.17,241.97,60922701,3085685609921
2016-03-14,243.9,243.94,241.93,242.15,73873081,3003063518770
2016-03-15,242.47,243.0,241.28,241.83,67444375,2806671742325
2016-03-16,242.04,243.43,241.63,242.35,73418191,3111944151609
2016-03-17,243.65,245.84,243.58,244.09,88888120,3993450704621
2016-03-18,245.25,245.27,243.72,244.63,77050002,3503696933749
2016-03-21,245.44,245.95,243.2,244.28,72832440,2940396636997
2016-03-22,244.75,245.41,244.06,245.41,73835153,3081283778538
2016-03-23,245.33,246.18,244.45,245.23,72958176,2766059723007
2016-03-24,244.3,245.0,243.31,244.08,74738650,2690003785981
2016-03-25,244.61,244.65,243.33,243.79,73171826,2620218803206
2016-03-28,243.86,244.96,243.66,243.95,104246539,2286330771326
2016-03-29,244.55,245.88,244.11,245.53,103639625,2921160802749
2016-03-30,246.98,247.58,246.07,246.54,103093485,3331725016040
2016-03-31,246.95,247.26,244.55,245.86,89221199,3889614200823
2016-04-01,245.59,245.66,241.82,242.36,157191240,3953809741678
2016-04-04,242.38,243.06,241.73,243.05,68617550,2939423272783
2016-04-05,242.1,242.25,240.28,240.58,63928835,2742138401424
2016-04-06,240.85,242.59,240.65,241.99,103088446,3358840462080
2016-04-07,243.05,243.27,241.03,242.29,138883795,3335452080302
2016-04-08,240.59,241.84,239.57,241.77,117363492,3095370711679
2016-04-11,241.79,242.29,240.65,242.06,89458690,2673294915487
2016-04-12,242.05,243.94,241.72,243.71,102075053,2752617894452
2016-04-14,247.01,248.9,246.76,248.89,136902838,4936230313682
2016-04-15,248.47,249.03,247.68,248.53,99584835,3450673285339
2016-04-18,246.7,248.04,246.32,248.0,82378794,3117755054070
2016-04-19,248.67,249.34,247.49,247.88,99751306,3226398492312
2016-04-20,248.63,249.56,247.26,247.26,93347676,3127295584368
2016-04-21,248.45,249.5,247.92,249.39,87878652,3469960879441
2016-04-22,248.44,248.86,247.74,248.32,105792344,2959233226027
2016-04-25,248.33,248.45,247.08,248.13,129122336,3130962396950
2016-04-26,247.81,249.22,247.7,248.92,134475130,3756480882787
2016-04-27,248.87,249.09,248.28,248.69,163101404,4124946176424
2016-04-28,249.42,249.52,245.91,246.27,108535349,4167972644703
2016-04-29,245.9,246.01,243.89,245.2,104339374,3839798744961
2016-05-02,244.86,244.88,243.27,243.47,78967792,2631030617633
2016-05-03,244.88,244.9,243.48,244.29,71151149,2741981831298
2016-05-04,243.29,243.85,242.23,243.31,110856591,3945411339444
2016-05-09,242.84,243.11,241.63,242.23,98228242,4058550392776
2016-05-10,241.97,243.68,241.77,243.68,114280300,3432662325680
2016-05-11,244.39,244.39,241.99,243.07,87896278,2988541347893
2016-05-12,242.23,243.12,241.66,242.34,81718852,2556335556894
2016-05-13,242.61,242.73,240.03,240.6,74186891,2823691589488
2016-05-16,240.01,241.32,240.01,240.82,97138000,2778415866179
2016-05-17,241.67,241.81,240.26,241.03,71716492,2775422831737
2016-05-18,240.32,240.46,238.14,239.82,103981043,3768905029648
2016-05-19,239.45,239.68,238.47,239.04,103127626,3357214659529
2016-05-20,238.67,239.59,238.23,238.74,65914081,2584309031558
2016-05-23,239.6,240.08,237.81,239.85,57833874,2311722532608
2016-05-24,239.28,239.48,237.65,237.65,89473009,2981067307874
2016-05-25,239.68,241.45,239.28,240.91,91189237,3230150465403
2016-05-26,241.56,242.05,240.45,240.58,130282391,3178963011533
2016-05-27,241.25,242.41,240.74,241.85,92225312,3078135156853
2016-05-30,241.94,242.07,240.41,241.73,67446141,2634562925725
2016-05-31,241.03,243.84,240.36,243.63,117966926,5939765451037
2016-06-01,242.7,244.19,242.48,243.58,78835300,3440259378124
2016-06-02,243.88,244.66,243.31,244.18,78953123,3511934056900
2016-06-03,244.94,244.94,243.67,244.39,86345131,3519585254667
2016-06-07,245.55,247.86,245.54,247.85,79435480,3837514151707
2016-06-08,248.24,250.04,247.68,250.04,90733415,3832089724943
2016-06-09,250.19,251.51,248.46,250.19,138770416,5351998025648
2016-06-10,249.86,249.86,248.63,248.96,89452694,3516728687411
2016-06-13,246.74,246.96,243.7,244.05,79114683,3303660584519
2016-06-14,243.79,244.46,242.36,243.35,107840185,3665021059932
2016-06-15,243.41,244.16,242.19,243.3,84095780,3513800840055
2016-06-16,243.66,244.0,240.52,241.61,83308155,3174775955595
2016-06-17,243.35,244.02,241.32,241.63,77334439,3076880658802
2016-06-20,244.44,245.63,243.74,245.17,75085164,2894593217841
2016-06-21,244.6,245.5,243.99,245.34,58402782,2577719925564
2016-06-22,245.17,247.03,244.79,246.75,65848526,2858666344205
2016-06-23,246.42,246.81,245.64,246.31,65983243,2761661533699
2016-06-24,248.23,248.27,234.97,239.21,190032858,6418662058954
2016-06-27,236.79,239.28,236.68,239.28,95450952,3776404241805
2016-06-28,236.78,240.46,236.73,240.08,79648635,3177707027365
2016-06-29,241.29,243.71,240.68,242.32,67355418,3140353003755
2016-06-30,244.25,244.48,242.52,244.14,75453135,3823962902335
